Job Title,Industry,Responsibilities,Qualifications,Location,Job Type,Salary Range
Customer Support Transformation Lead,Consulting,Develop strategies to optimize customer journey and retention metrics.; Implement predictive analytics to enhance customer insights.; Integrate AI-based chatbots and automation solutions for enhanced support.,"Ability to drive customer satisfaction metrics and VoC programs.; 10+ years of experience in customer experience, AI, or operations leadership.; Excellent stakeholder management skills across cross-functional teams.","San Francisco, CA",Remote,$121k - $206k
Head of Member Services,SaaS,Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Develop AI-driven automation strategies to optimize service workflows.; Develop strategies to optimize customer journey and retention metrics.,Experience in implementing workflow automation for large-scale operations.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; Proven expertise in AI-driven automation and predictive analytics.,"Denver, CO",Full-Time,$93k - $247k
Vice President of Customer Success,Retail,Drive innovation in customer success strategies using AI and ML technologies.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Manage and mentor large customer support teams across multiple locations.,Excellent stakeholder management skills across cross-functional teams.; Ability to drive customer satisfaction metrics and VoC programs.; Understanding of machine learning models applied to customer success.,"Chicago, IL",Contract,$93k - $169k
Head of Member Services,Consulting,Develop strategies to optimize customer journey and retention metrics.; Develop AI-driven automation strategies to optimize service workflows.; Integrate AI-based chatbots and automation solutions for enhanced support.,"10+ years of experience in customer experience, AI, or operations leadership.; Strong leadership skills with experience managing 50+ team members.; Proven expertise in AI-driven automation and predictive analytics.","Dallas, TX",Full-Time,$108k - $158k
Customer Service Operations Manager,Retail,Manage and mentor large customer support teams across multiple locations.; Develop strategies to optimize customer journey and retention metrics.; Drive innovation in customer success strategies using AI and ML technologies.,"Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Excellent stakeholder management skills across cross-functional teams.; Strong leadership skills with experience managing 50+ team members.","Austin, TX",Remote,$92k - $216k
Customer Service Operations Manager,Healthcare,Drive innovation in customer success strategies using AI and ML technologies.; Develop strategies to optimize customer journey and retention metrics.; Manage and mentor large customer support teams across multiple locations.,"Strong leadership skills with experience managing 50+ team members.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; 10+ years of experience in customer experience, AI, or operations leadership.","Seattle, WA",Contract,$110k - $175k
Head of Member Services,Consulting,"Lead customer experience initiatives to improve engagement and retention.; Collaborate cross-functionally with sales, marketing, and product teams.; Drive innovation in customer success strategies using AI and ML technologies.","Track record of reducing operational costs while improving CX efficiency.; Strong leadership skills with experience managing 50+ team members.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.",Remote,Full-Time,$141k - $155k
Head of Member Services,Consulting,Integrate AI-based chatbots and automation solutions for enhanced support.; Manage and mentor large customer support teams across multiple locations.; Lead customer experience initiatives to improve engagement and retention.,Excellent stakeholder management skills across cross-functional teams.; Understanding of machine learning models applied to customer success.; Proven expertise in AI-driven automation and predictive analytics.,"Los Angeles, CA",Part-Time,$81k - $181k
Director of Customer Experience,Tech,"Develop strategies to optimize customer journey and retention metrics.; Integrate AI-based chatbots and automation solutions for enhanced support.; Streamline customer service operations, reducing costs while improving CSAT.","Ability to drive customer satisfaction metrics and VoC programs.; Track record of reducing operational costs while improving CX efficiency.; 10+ years of experience in customer experience, AI, or operations leadership.","Denver, CO",Full-Time,$139k - $173k
AI Strategist,Education,"Collaborate cross-functionally with sales, marketing, and product teams.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Lead customer experience initiatives to improve engagement and retention.",Ability to drive customer satisfaction metrics and VoC programs.; Understanding of machine learning models applied to customer success.; Data-driven decision-making mindset with expertise in Power BI or Tableau.,"Austin, TX",Remote,$132k - $176k
